Applicant.ID,Position.Name,Employer.Name,City,State.Name,State.Code,Start.Date,End.Date,Job.Description,Salary,Can.Contact.Employer,Created.At,Updated.At
13813,Customer service/billing associate,Molnlycke Healthcare,Anderson,South Carolina,SC,41708,41992,"•	Billing customer orders using AS/400, printing invoices and orders.
•	Replying to customer inquiries by email/phone/fax and creating returns for damaged items.
•	Creating freight claim packets for the carrier companies
•	Creating quarterly returns for customers.
•	AS/400 sales orders processing inquiries- stock availability, customer PO lookup, shipment tracking, etc.
•	Making changes in customer master in SAP.
•	Using SAP for gathering information about customer inquiries.
•	Performing other administrative support tasks.
",11,TRUE,2015-02-04 21:26:42 UTC,2015-02-04 21:26:42 UTC
13813,Inventory/Operations Manager,Spectrum Fine Jewelry,Ketchikan,Alaska,AK,41338,41501,"•	Taking care of inventory distribution and inventory counts on a daily basis.
•	Making time schedules for the employees and keeping track of their work time.
•	Making appraisals for the customers.
•	Managing the pricing and tagging of merchandise.
•	Providing front line customer service to visitors and fulfilling various administrative functions.
",NA,TRUE,2015-02-04 21:26:42 UTC,2015-02-04 21:26:42 UTC
13815,Cop Editor,Trenton Times,Trenton,New Jersey,NJ,NA,NA,"Edit stories, takes notes, design pages, meet deadlines, blog stories",NA,FALSE,2015-02-04 22:33:07 UTC,2015-02-04 22:33:07 UTC
13816,Cashier,Hollister Co.,Los Angeles,California,CA,NA,NA,NA,NA,NA,2015-02-04 23:06:16 UTC,2015-02-04 23:06:16 UTC
1382,None,None,None,NA,NA,NA,NA,None,NA,FALSE,2014-08-15 22:06:20 UTC,2014-08-15 22:06:20 UTC
13821,Sales and Operations Manager,The Maya Group,NA,NA,NA,41944,,,NA,NA,2015-02-05 00:07:59 UTC,2015-02-05 00:07:59 UTC
13821,Forecasting Specialist,Mattel,NA,NA,NA,41699,42004,"Actively lead multi-functional team, including senior management, in monthly quota meetings and facilitate dialogue and consensus building among key stakeholders

Provide robust forecasting modeling and reporting to effectively manage item level annual shipment quota of over 1200 skus, $375M and present analyses to stakeholders

Support rigorous growth targets by identifying upside in high potential performing items to maximize Q4 sales 

Establish proven methodologies that improve forecasting accuracy to optimize inventory and lower supply chain costs

Key collaborator to the successful transition of the quota management functions from Fisher Price offices in NY to Mattel headquarters for process alignment to gain efficiencies
 
Earned two promotions following superior performance and demonstrating ability to quickly learn and master complex concepts

Repeatedly recognized for top performance through corporate awards program and selection for high-priority initiatives including rotational assignments in product and brand marketing, interdepartmental taskforces, and focus groups",NA,NA,2015-02-05 00:07:59 UTC,2015-02-05 00:07:59 UTC
13821,Senior Forecasting Analyst,Fisher-Price,NA,NA,NA,40909,41729,,NA,NA,2015-02-05 00:07:59 UTC,2015-02-05 00:07:59 UTC
13821,Associate Marketing Manager,Fisher-Price,NA,NA,NA,40756,40939,,NA,NA,2015-02-05 00:07:59 UTC,2015-02-05 00:07:59 UTC
13821,Marketing Forecast Analyst,Fisher-Price,NA,NA,NA,40391,40786,,NA,NA,2015-02-05 00:07:59 UTC,2015-02-05 00:07:59 UTC
13821,Senior Budget Analyst,New York State Division of the Budget,NA,NA,NA,39264,40390,"Developed and reviewed annual budget proposals totaling to $265M and identified budgetary and operational impacts for the Division of Parole and Correctional Industries
 
Monitored Public Protection legislation, spending, and workforce trends to formulate and evaluate recommendations that maximize public safety through efficient use of taxpayer funds

As a Public Management Institute participant, received specialized public service management training administered by the Nelson A. Rockefeller Institute of Government

Assigned to the Governor’s Office of Taxpayer Accountability Call Center Optimization project to develop a proposal and begin implementing a three-year enterprise solution aimed at improving customer service and reducing costs through shared resources and technology",NA,NA,2015-02-05 00:07:59 UTC,2015-02-05 00:07:59 UTC
13822,Assistant Property Manager,First Service Residential,Hoboken,New Jersey,NJ,40940,41893,"Heavy phone calls and email correspondence
Processed invoices and orders and maximized customer retention
Inspect and maintain comment elements
Maintain communication with the board, association members/owners, and vendors
Negotiate contracts – with board approval
Prepare meeting agenda
Oversee tax filings and annual audits (works with CPA)
Research insurance coverage and initiate and handle claims
Develop investment strategies to benefit the Association’s working, reserved, and deferred capital
Establish a draft budget for the board and implement budget policy",22.79,FALSE,2015-02-05 00:15:05 UTC,2015-02-05 00:18:52 UTC
13822,HR Administrator,Staffmark,Clifton,New Jersey,NJ,40513,40968,"Coordinated orientations and exit interviews for part-time and temporary employees
Handled all administrative functions related to applicant and client i.e. file, fax, copy, maintain applicant files, produce correspondence etc.
Liaison between client and employee bringing quick solutions to any matters
Prepared training materials and conducted tours
Monitored, evaluated and counseled staff of 50 employees
Assisted and managed various operations i.e. forecasting, inventory control, 
purchasing and quality assurance.
Constant recruiting for various vacancies within organization and obtain proper documentation.
Established skill in detecting critical customer service deficiencies and developing preventive strategies and solutions for high-end customer and vendor support. 
In-depth knowledge of the specialized tools, devices, and procedures used to successfully manage a large number of customers from a customer service center. 
Exceptional capacity to enter new environments and begin to produce clear-cut results right from the start with well developed technical and communication skill. 
Capable of successfully implementing large-scale customer service and support solutions that entail the innovative design and development of broad-based operations.",15,FALSE,2015-02-05 00:15:05 UTC,2015-02-05 00:18:52 UTC
13822,Customer Service Representative,National Healthcare Association,Cedar Knolls,New Jersey,NJ,40087,40268,"Heavy phone work generating potential leads in a call center environment
Ensuring all applicants qualified for services offered
Handled outgoing correspondence, file maintenance and account traffic
Processed invoices and orders and maximized customer retention",14,FALSE,2015-02-05 00:15:05 UTC,2015-02-05 00:18:52 UTC
13825,Human Resources Administrator,ABM,New York,New York,NY,41873,NA,"•	Provide exceptional customer service
•	Assist new hires in filling out paper work
•	Applicant tracking management
•	Multi-phone lines
•	Provide uniforms and ID's for new hires
•	Perform background checks
•	Filing/Faxing
•	Dispatch employees to different work locations
•	Conduct interviews
•	Correspondence
",19,FALSE,2015-02-05 00:42:09 UTC,2015-02-05 00:42:09 UTC
13827,Schedule Coordinator,UPS,NewYork,New York,NY,41944,,"•	Handled the day to day assignments for the package delivers by assigning them to specific drivers
•	Communicated with the drivers to make sure there drivers who they were assigned to were with them
•	Put the day to day schedule changes in excel and then put the information in our online system IGATE
•	 Created  accounts for our package deliverers in the payroll system 
•	Distributed paychecks to employees
•	Kept track of the package delivers by messaging their drivers to make sure they were at work
•	Called in new Helpers and help assigned them drivers to work with
•	Will call up companies to make sure they are ready for our drivers to deliver their packages",NA,FALSE,2015-02-05 01:31:05 UTC,2015-02-13 01:02:38 UTC
13827,Operations Associate,1199SEIU,New York,New York,NY,41730,41912,"Active associate of 30-member team dedicated to ensuring efficient operations of healthcare professionals’ credit union
● Collected revenue by reminding delinquent accounts; notified customers of insufficient payments
● Resolved account discrepancies by investigating documentation; issued stop payments, payments, or adjustments
● Utilized Union Ware software to store documentation into internal database and calculate payment plans for employees
● ensured successful onboarding of new employees within union system and assisted members with new registration requirements and protocols
● Managed flow of information and key communications to union members regarding dues, terminations, and other issues
● spoke directly with union member’s in-person or on phone to address questions and concerns regarding credit union membership",NA,FALSE,2015-02-05 01:31:05 UTC,2015-02-13 01:02:38 UTC
13827,Systems Analyst,Chase,NewYork,New York,NY,41548,41639,"Critical member to 5-person team implementing key systems across Chase Bank’s consumer banking platform
● Gathered vast amounts of data in preparation for entry into new Phoenix system database
● Utilized Microsoft Excel to mine data relevant to risk management systems
● Corroborated data accuracy after performing data entry procedures
● Compared entered data with source documents to ensure high level of accuracy
● Helped ensure quality of deliverables within a high-pressure environment and time-sensitive deadlines
● Compiled statistical data for analysis purposes",NA,FALSE,2015-02-05 01:31:05 UTC,2015-02-13 01:02:38 UTC
13828,Realtor Sales Associate,RE/MAX,Denver,Colorado,CO,41883,,#NAME?,NA,NA,2015-02-05 02:49:20 UTC,2015-02-05 02:49:20 UTC
13828,Freelance Editor,Crowd Source,,,,41518,,"- CrowdSource content and check for spelling and grammar errors 
- Ensure content meets the guidelines and criteria to specific goals
- Write appropriate answers to submitted questions for Ask.com",NA,NA,2015-02-05 02:49:20 UTC,2015-02-05 02:49:20 UTC
13828,Realtor Sales Associate,Le Conte Realty,,,,41699,41912,#NAME?,NA,NA,2015-02-05 02:49:20 UTC,2015-02-05 02:49:20 UTC
13828,Media Planning Intern,MEC,London,,,41426,41517,"-	Assisted the KFC Planning team manage a $174MM planning budget
-	Worked on multiple marketing campaigns from conception to wrap-up
-	Created and delivered Power Point presentations to present to clients for various promotions
-	Worked on Creative Rotation, GRP analysis, TRP analysis, and completing POVs.
-	Composed daily informational newsletter to send to clients and partners with industry updates
-	Met with vendors to discuss the future of the industry and review Requests for Proposals (RFPs)
-	Participated in “Lunch and Learns” with various Planning teams including National Broadcast (TV buying), Digital ad buyers, Search ad buyers, Analytics & Insights, etc. to develop a comprehensive understanding of media planning across various platforms
-	Tasked with researching for low-spend targeted  ad campaign regarding brand new KFC concept store
-	Generated ideas and contributed marketing insight during weekly status meetings with the client, as well as internal brainstorming sessions",NA,NA,2015-02-05 02:49:20 UTC,2015-02-05 02:49:20 UTC
13828,Human Resources,MEC,London,,,41061,41455,"-	Scheduled, prepared and helped conduct New Hire Orientation as well as compiled New Hire Orientation materials 
-	Organized and filed New Hire, Termination and other paperwork 
-	Maintained and organized all Active and Terminated personnel files 
-	Drafted Employee Verification Letters 
-	Facilitated in the completion of background checks 
-	Observed candidate screening process via phone and internet, and facilitated in recruiting for positions focusing on recent college graduates
-       Corresponded with other offices, departments, operating companies and employees in reference to policies, procedures, and general questions
-	Researched and participated in diversity initiatives 
-	Created and maintained a Promotion and Rotation policy using MS Excel
-       Devised a recruiting strategy using social media to develop a cutting edge hiring reputation at MEC
-	Improved access to passive candidates and increased the company’s brand recognition",NA,NA,2015-02-05 02:49:20 UTC,2015-02-05 02:49:20 UTC
1383,Receptionist,The Anthony Hotel,New York,New York,NY,41091,41640,"Greet clients, answer phones, make copies, send faxes,sort mail, write incident reports, make announcements, and memorize people's names",7.5,FALSE,2014-08-15 22:06:20 UTC,2014-08-15 22:06:20 UTC
13831,"Project Manager, Translator","A&M Logos International, Inc.",NA,NA,NA,40848,NA,"- Assisting individuals, companies, organizations with their international questions.
- Legalization/authentication of different types of documents for use in a foreign country.
- Contacting and cooperating with Department of State, Secretary of States, County Clerk Offices, Consulates and Embassies when necessary.
- Planning, managing and controlling projects (includes online researches, translation projects, preparing evaluation reports, etc.) 
- Managing the day-to-day details of the different projects (coordinating with project team members and resource managers as appropriate) including the plan, schedule, resources, task assignments, scope, budget, and risks.
- Facilitating project meetings focused on status reporting, problem resolution, feedback, etc. 
- Recommending resolutions to issues and conflicts arising out of the project and dependencies to ensure the project timelines are met process at global levels. 
- Ensuring that project team members have a clear understanding of timelines, tasks, risks, and issues.",NA,NA,2015-02-05 03:14:51 UTC,2015-02-05 03:14:51 UTC
13832,administrative assistant,soup2nuts consulting,clifton ,New Jersey,NJ,41954,,"•	Reviewing resumes for potential candidates and coordinating interview selections.
•	Administrative duties such as creating documents using word and excel.
•	Estimating overtime hours for payrolls and updating timesheets.
•	Updating and entering candidate information onto database.
",10,TRUE,2015-02-05 03:46:05 UTC,2015-02-05 03:46:05 UTC
13832,hr admin judiciary internship,passaic vicinage ,paterson,New Jersey,NJ,41730,41817,"•	Processed, verified, and maintained personnel related documentation, including staffing, recruitment, training, grievances, and performance evaluations. 
•	Prepared badges, passes, and identification cards, and perform other security-related duties.
•	Assisted EEO/AA Officer by providing various administrative duties. 
•	Performed administrative duties, including phone work, data entry, welcoming and assisting clients.
•	Scheduled employee training sessions and meetings.
•	 Assisted HR supervisor in completing audits. 



•Set up employees’ documents and maintained organized filing system.
•Analyzed quantitative data, created tables and charts in Excel.
•	Organized and promoted employee and community engagement events.
•	Scanned and prepared binders for applicants. 
",0.01,TRUE,2015-02-05 03:46:05 UTC,2015-02-05 03:46:05 UTC
13832,payroll admin assistant,nice systems ,paramus,New Jersey,NJ,41730,41789,"•	Filing, scanning/copying payrolls and employee documentation.
•	Verified changes in the employee rate percentages.
•	Reviewed retirement reports in rate changes.
•	Created excel worksheets for filing documents.
",13.5,TRUE,2015-02-05 03:46:05 UTC,2015-02-05 03:46:05 UTC
13835,Administrative Assistant/Receptionist,"Halcyon Cabot Partners, LTD",New York,New York,NY,NA,NA,"•	Comprehensive understanding of clerical and administrative procedures and systems.
•	Detailed knowledge of banking, financial markets, and analysis and reporting of financial data.
•	Outstanding interpersonal, organizational and communication skills.
•	Recorded transactions records of each transaction that was made. This includes the purchase, sale and conversion of stocks and other securities.
•	Notable ability to execute assistant duties including form designing, filling and typing.
•	Enormous ability to work with Excel, & MS word.",13,TRUE,2015-02-05 04:39:03 UTC,2015-02-05 04:39:03 UTC
13835,Administrative Assistant/Receptionist,Sheraton Fitness Center,New York,New York,NY,NA,NA,"•	Managed customer relations with all hotel guests and Fitness Center members and resolved relationship issues
•	Oversaw billings and receipts of payments from patrons and managed associated bookkeeping responsibilities
•	Assisted guests with detailed descriptions of spa treatments and packages
•	Informed new and existing Fitness Center patrons on available exercise equipment, classes, training and roster of personal trainers
•	Marketed gym memberships, fitness plans and Fitness Center merchandise
",10,TRUE,2015-02-05 04:39:03 UTC,2015-02-05 04:39:03 UTC
13836,Assistant manager,ShopRite,Morristown,New Jersey,NJ,40554,NA,"I am responsible for overseeing all front end departments, reporting directly to the general store manager and supervisors and owners. Overall I am directly responsible for around 125 people. I am also in charge of all hiring and human resources for the location in which I work, which employs in excess of 400 people. My job includes recruiting, interviewing, hiring and paperwork, orientation and on-boarding, training, coaching and evaluation for new hires, as well as professional development for existing associates. ",NA,TRUE,2015-02-05 04:53:19 UTC,2015-02-05 04:53:19 UTC
13837,SENIOR MANAGER,AMC THEATRES,ROCKAWAY,New Jersey,NJ,NA,NA,"RESPONSIBLE FOR OVERALL OPERATIONS OF THE BUILDING WHICH WELCOMES CLOSE TO ONE MILLION PATRONS IN ATTENDANCE EVERY YEAR WHILE MANAGING A BUDGET OF OVER TEN MILLION DOLLARS. MANAGED A TEAM OF 75 PLUS ASSOCIATES, FROM STAFF, FACILITIES, HUMAN RESOURCES, ADMINISTRATION, FOOD AND BEVERAGE, MARKETING AND PRESENTATION. RESPONSIBLE FOR TALENT RECRUITING, DEVELOPMENT, HIRING, FIRING WHILE SUPPORTING COMPANY INITIATIVES AND SETTING AND MEETING INDIVIDUAL AND TEAM GOALS.",NA,TRUE,2015-02-05 05:05:13 UTC,2015-02-05 05:05:13 UTC
13837,GENERAL MANAGER,CLEARVIEW CINEMAS,BEDFORD,New York,NY,NA,NA,"RESPONSIBLE FOR OVERALL OPERATIONS OF THE BUILDING WHICH WELCOMES CLOSE TO TWO ONE HUNDRED THOUSAND PATRONS IN ATTENDANCE EVERY YEAR WHILE MANAGING A BUDGET OF OVER 2 MILLION DOLLARS. MANAGED A TEAM OF 25 PLUS ASSOCIATES, FROM STAFF, FACILITIES, HUMAN RESOURCES, ADMINISTRATION, FOOD AND BEVERAGE, MARKETING AND PRESENTATION. RESPONSIBLE FOR TALENT RECRUITING, DEVELOPMENT, HIRING, FIRING WHILE SUPPORTING COMPANY INITIATIVES AND SETTING AND MEETING INDIVIDUAL AND TEAM GOALS.",NA,FALSE,2015-02-05 05:05:13 UTC,2015-02-05 05:05:13 UTC
13839,Office Manager and Personal Assistant,Airflow Productions,,,,,,"Administrative Assistant for renowned jazz artists, Flora Purim and Airto Moreira",NA,NA,2015-02-05 05:44:30 UTC,2015-02-05 05:44:30 UTC
13839,Performer,BODY TJAK 1990,,,,,,"Body Tjak 1990
The first BODY TJAK production took place in 1990. This ambitious collaboration of twelve Balinese and twelve US artists toured in the United States, Bali and Java, presenting performances for adults and children, educational programs, plus video and television projects in both countries.

http://crosspulse.com/bodytjak.html#1990",NA,NA,2015-02-05 05:44:30 UTC,2015-02-05 05:44:30 UTC
13839,Assistant Producer,LAZARUS/Productions,,,,,,assisted in producing a low-tech dance performance series in the SF Bay Area,NA,NA,2015-02-05 05:44:30 UTC,2015-02-05 05:44:30 UTC
13839,"Assistant to the Director of Development, College of L & S | Hardware & Sys/36 Manager",UC Berkeley,Berkeley,California,CA,,,Administrative Assistant II,NA,NA,2015-02-05 05:44:30 UTC,2015-02-05 05:44:30 UTC
13839,Contemporary Dancer; Character Artist,freelance,,,,,,,NA,NA,2015-02-05 05:44:30 UTC,2015-02-05 05:44:30 UTC
13839,Administrative Assistant,UCSF,San Francisco,California,CA,,,Alumni Office - Administrative Assistant II,NA,NA,2015-02-05 05:44:30 UTC,2015-02-05 05:44:30 UTC
13839,Co-Founder,Coda Consulting | Performing Arts Support,,,,41487,,"Artistic Consulting & Management Support | Specialized Coaching for Dancers | Classical Ballet Instruction | Comprehensive Project Management & Virtual Assistance for Performing Artists and Professionals, Ballet schools, and Small Non-Profits.

www.codaconsulting.org",NA,NA,2015-02-05 05:44:30 UTC,2015-02-05 05:44:30 UTC
13839,Personal Assistant to Helgi Tomasson (Artistic Director),San Francisco Ballet,,,,36739,41455,"Point person for Artistic Director in all matters internally: principal liaison for Artistic Director with Dancers, Trustees, Artistic Rehearsal Staff, Music Department, Executive Staff (Development, Marketing and Media Relations, Finance, Production, School, Administration and Operations); Point person and liaison for Guest Choreographers, Guest Artistic Staff, Designers, and Guest Artists; coordinate their involvement in SFB projects thru completion; Represent Artistic Director at meetings as needed; Manage the Artistic Department administratively as well as assist Artistic Director in the management and execution of his administrative responsibilities; Member of Senior Management Team; Project manager, production coordination and budget management of all of Artistic Director’s ballets (including full-length ballets); Compose all written correspondence for Artistic Director with minimal or no supervision; Compose speeches or quotes for Artistic Director as needed, sometimes in conjunction with Public Relations and Marketing staff; Project Manager for Artistic Director for special projects; Point person for Artistic Director on national and international tours; Supervise and evaluate Assistant to the Artistic Staff; Orchestrate and arrange special events for Artistic Director as needed.",NA,NA,2015-02-05 05:44:30 UTC,2015-02-05 05:44:30 UTC
13839,Assistant to the Artistic Staff,San Francisco Ballet,,,,33878,36738,"Under direct supervision, provided overall assistance to the Artistic Staff.  This included administrative assistance, archival maintenance of SFB Repertory, coordination of SFB School students and supernumeraries used in SFB productions, assembly of artistic and production credits for printing in promotional materials and program books, processing dancer and choreographer audition requests, scheduling of in-house auditions, responses to auditionees as needed, and the supervision of volunteers and the conduct of students while performing with the company.",NA,NA,2015-02-05 05:44:30 UTC,2015-02-05 05:44:30 UTC
13841,Human Resources Assistant,Institute of International Education,New York,New York,NY,41890,42006,HR Assistant,NA,FALSE,2015-02-05 13:13:40 UTC,2015-02-05 13:13:40 UTC
13842,Recruiter,Aerotek,Hanover,Maryland,MD,41640,41973,,NA,NA,2015-02-05 14:30:51 UTC,2015-02-05 14:30:51 UTC
13842,Account Service Representative,BioReference Laboratories,Elmwood Park,New Jersey,NJ,41426,41670,"•	Responsible for door to door cold calling
•	Generating and passing on leads and prospects
•	Distributing information regarding BioReference 
•	Resolving or redirecting customer service issues to the proper personnel
•	Researching local offices that may be interested in our service",NA,NA,2015-02-05 14:30:51 UTC,2015-02-05 14:30:51 UTC
13842,Server,The Cheesecake Factory,,,,40878,41578,"•	Responsible for listening to and meeting customer needs
•	Resolving issues with service or product
•	Managing the image of the restaurant
•	Promoting products through presentations
•      Helping customers make informed decisions through possession of extensive product     knowledge
•	Designated trainer: I am part of a team of individuals responsible for training and guiding new   hires and old coworkers alike
•	Required to manage time efficiently and multitask",NA,NA,2015-02-05 14:30:51 UTC,2015-02-05 14:30:51 UTC
13843,Human Resources Generalist,BRAM AUTO GROUP,North Bergen,New Jersey,NJ,41487,,"•	Recruiter for 21dealerships throughout New York and New Jersey
•	Coordinate benefit enrollment for new hires
•	Employee Relations
•	Source resumes and phone screen candidates
•	Develop and coordinate interview schedules for candidates
•	Liaison with candidates/agencies to coordinate all related interviews
•	Drafting and revising job descriptions 
•	Collect new hire documents and file accordingly
•	Coordinate Job Fairs
•	Track all on-boarding applications, interviews, offer letters, acceptance and declines
•	Partner with Human Resources manager and VP to improve processes and procedures
•	Create offer letters and obtain the necessary approvals",21,FALSE,2015-02-05 14:41:30 UTC,2015-02-05 14:44:04 UTC
13843,Human Resources Recruiter,American Carpet South,passaic,New Jersey,NJ,40634,41305,"•	Responsible for posting openings on external website
•	Interviewed and hired personnel
•	Recruited and hired subcontractors for two company divisions
•	Assisted in the determination of salaries and rate of pay for new hires
• Processed all new hire paperwork (I9, W4)
• Handled all new hire and background checks 
•	Supervised staff of 7 customer specialist
•	Quality Control Manager
•	Maintain a log of our company performance via Home Depot surveys
•	Met on a daily basis with staff on how to improve and reach corporate goals
•	Assisted in implementation of quality assurance programs to meet company standards
•	Assisted in general administrative work including customer service scheduling procedures",17,TRUE,2015-02-05 14:41:30 UTC,2015-02-05 14:44:04 UTC
13843,Executive Assistant,A. L. Eastmond and Sons,bronx,New York,NY,39114,40543,"•	Provided support to the Vice President
•	Managed multiple phone lines
•	Prepared reports and composed emails
•	Managed work and personal calendar
•	Welcomed guests and new clients, in person and via telephone
•	Maintained expense reports
•	Handled mail/ deliveries; Maintained office supplies inventory 
•	Coordinated Travel arrangements
•	Managed the follow ups on projects for the clients
•	Planned family events; Ran personal Errands

•	Managed the follow ups on projects for the clients
•	Managed multiple phone lines",23,FALSE,2015-02-05 14:41:30 UTC,2015-02-05 14:44:04 UTC
13845,NA,ROTIR MARITIME CO.LTD.,Famagusta,NA,NA,39479,NA,SHIPPING COMPANY,NA,NA,2015-02-05 15:00:37 UTC,2015-02-05 15:00:37 UTC
13849,Contract Talent Acqusition Coordinator,Campbell Soup Company,Camden,New Jersey,NJ,41857,41992,Please see resume,20,FALSE,2015-02-05 17:03:07 UTC,2015-02-05 17:03:07 UTC
13852,Painter,Positivity Productions,,,,36526,,"Painter, Entrepreneur, Blogger, Organizer, Researcher of arts foundation through the visual and performing arts:  Primary responsibility is to provide a forum and movement for information and intra-organizational networking, knowledge and resource sharing, experience and idea exchange, to develop strategies and practical solutions in reducing the adverse impact of HIV/AIDS in our nation’s cities.  Goal is to provide public relations, marketing, organizational, and education advocacy group mobilization efforts through the performing and visual arts to raise awareness and knowledge of the seriousness of mitigating the adverse affects of this public health medical issue.",NA,NA,2015-02-05 20:27:46 UTC,2015-02-05 20:27:46 UTC
13852,"Entrepreneur, Blogger, Painter, Organizer, Researcher, Entertainment",Positivity Productions,,,,35278,,"PROFILE:	Artist, Executive Administrative 
askingaisha@gmail.com",NA,NA,2015-02-05 20:27:46 UTC,2015-02-05 20:27:46 UTC
13852,Executive Assistant,Travaille Executive Search,Reston,Virginia,VA,38292,41213,"Diverse experience in servicing clients and management executives within high pressure environments encompassing executive management career placement, energy generation/transmission/distribution operations, internationally- based advocacy association, and Federal Government procurement/acquisition.; Primary responsibility encompassed providing all human resources, marketing, public relations, and administrative support initiatives and support for an executive search firm that placed experienced and seasoned professionals within government, business, non-profit, and educational work environments and projects.  Performed critical administrative, financial, and organizational support functions to the President and CEO.  Coordinated and managed multiple priorities and practices that facilitated the search, review, interview, and placement of management and executive level professionals for clients within the continental United States.  Provided discreet and confidential secretarial support and administrative direction to maintain an efficient and productive work environment. Scheduled appointments, coordinated travel, maintained accurate records on research of clients and candidates, wrote and maintained daily journal reports of business activities, assisted with general accounting procedures (accounts payables/receivables), and provided critical analysis and recommendations in resolving billing issues for a ten member manufacturers’ buying group.",NA,NA,2015-02-05 20:27:46 UTC,2015-02-05 20:27:46 UTC
13852,Administrative Assistant,Cinergy Corporation,,,,37530,38017,"Secretarial and Administrative Aide:  Primary responsibility encompassed providing administrative and technical support to a national energy market corporation serving over 1.5 million U.S. customers in three states.  Cinergy had wholesale energy operations and international investments in power generation, transmission, distribution, and renewable power technologies before being acquired by Duke Energy in a $9 billion stock swap   Provided administrative support to the General Manager of the Washington, DC office.  Coordinated, organized and assisted with general ledger accounting tasks and responsibilities for ongoing projects, scheduled appointments, maintained accurate and up to date client records, assisted with handling various correspondence and communication tasks including telephone support, light bookkeeping, and managing required travel arrangements for the management team.",NA,NA,2015-02-05 20:27:46 UTC,2015-02-05 20:27:46 UTC
13852,Executive Assistant,Bread for the World,Washington,District of Columbia,DC,36678,37315,"to Director of Government Relations:  Primary responsibility encompassed providing supporting advocacy and administrative research for a non-profit foundation’s government relations office on policy issues to end hunger in the U.S. and abroad. Researched issues on social welfare and prepared reports on policy points for review.  Performed advocacy work and assisted with all government relations department initiatives regarding national and international agendas on related topics including philanthropic activities and national conference coordination.  Assisted with daily administrative support, performed liaison responsibilities for various national conference sites and membership organization activities, facilitated scheduling and active correspondence with invited speakers, prepared conference material packages for attendees, and maintained a database of all vendor contacts for department initiatives and projects.",NA,NA,2015-02-05 20:27:46 UTC,2015-02-05 20:27:46 UTC
13852,Administrative Assistant/Secretary,GSA,Washington,,,35796,36556,"for Director of GSA Furniture Center:  Primary responsibility encompassed providing various administrative technical support to GSA functions as they related to procurement and acquisition queries/requisitions from federal, military, and legislative government departments.  Coordinated and facilitated the fulfillment of procurement requests, initiated internet research of procurement costs and projection demands of equipment, assisted in gathering all information including monitoring and amending transactions for these requests, prepared billing for all office equipment, supplies, and services regarding procurement processes, and provided general ledger closing procedures for daily processing.",NA,NA,2015-02-05 20:27:46 UTC,2015-02-05 20:27:46 UTC
13856,Host,The Egg & I Restaurant,Colorado Springs,Colorado,CO,NA,NA,NA,NA,NA,2015-02-05 21:59:02 UTC,2015-02-05 21:59:02 UTC
1386,None,None,None,NA,NA,NA,NA,None,NA,FALSE,2014-08-15 22:06:20 UTC,2014-08-15 22:06:20 UTC
13860,Import File Handler,American Shipping Company,Moonachie,New Jersey,NJ,NA,NA," Receive electronic or hard copy documentation/manifest. Open and track files within company
 Liaise with Consolidator and Steam ship line to get arrival notices, eta, and other relevant 
 Cut ocean freight checks for those accounts that require payment. 
 Keep track of entries and pay close attention to detail where delay in processing occurs
",NA,FALSE,2015-02-06 00:49:12 UTC,2015-02-06 00:49:12 UTC
13860,Researcher,Leapforce Inc,Pleasanton,California,CA,NA,NA," Conducted internet research to obtain relevant data on quality of sites
 Evaluated websites and webpages to determine suitability or ranking  for search engines  

",NA,FALSE,2015-02-06 00:49:12 UTC,2015-02-06 00:49:12 UTC
13860,Customer Agent/Clerk,General Trading Company,Carlstadt,New Jersey,NJ,NA,NA," Received calls from customers regarding orders, shipment dates and provided positive feedback
 Checked and reconciled products and merchandise prior to shipment
 Monitored performance of warehouse associates
",NA,TRUE,2015-02-06 00:49:12 UTC,2015-02-06 00:49:12 UTC
13860,Personal Assistant,Prof Deen Towolawi,Bronx,New York,NY,NA,NA," Managed and maintained calendar and scheduled appointments.
 Prepared itineraries and made travel arrangements.
 Helped in grading exam; and handled mail and correspondence
 Assisted in drafting letters and received and transferred follow-up phone calls to the professor


",NA,TRUE,2015-02-06 00:49:12 UTC,2015-02-06 00:49:12 UTC
13864,Studying,Student,NA,NA,NA,,NA,NA,NA,NA,2015-02-06 05:37:13 UTC,2015-02-06 05:37:13 UTC
13864,Yes Member,Good Morning America,NA,NA,NA,40909,NA,NA,NA,NA,2015-02-06 05:37:13 UTC,2015-02-06 05:37:13 UTC
13864,Student,"Los Angeles, California",NA,NA,NA,40909,NA,NA,NA,NA,2015-02-06 05:37:13 UTC,2015-02-06 05:37:13 UTC
13864,Yes Member,Phnom Penh,NA,NA,NA,37257,NA,NA,NA,NA,2015-02-06 05:37:13 UTC,2015-02-06 05:37:13 UTC
13866,President,Oilicec Robbio LLC,NA,NA,NA,41640,,,NA,NA,2015-02-06 13:29:07 UTC,2015-02-06 13:29:07 UTC
13866,Consultant,The Quinn Group LLC,NA,NA,NA,41395,,"- Calculate Time Sheet totals into Recap Log
- Provide administrative support to HR Department.
- Maintain Human Resources records
- Progress Subcontractor Approval Request for departmental approval
- Perform quality control measures on exported documents
- Update Crane Database with periodic updates
- Enter all responses to Requests for Information",NA,NA,2015-02-06 13:29:07 UTC,2015-02-06 13:29:07 UTC
